Day,Day_month,Month,Year,TSVALUE_UPDATED,,
14,14-May,May,1993,66,,
15,15-May,May,1993,0,,
16,16-May,May,1993,31,,
17,17-May,May,1993,35,,
18,18-May,May,1993,39,,
19,19-May,May,1993,0,,
20,20-May,May,1993,0,,
21,21-May,May,1993,5,,
22,22-May,May,1993,0,,
23,23-May,May,1993,0,,
24,24-May,May,1993,0,,
25,25-May,May,1993,0,,
26,26-May,May,1993,0,,
27,27-May,May,1993,10,,
28,28-May,May,1993,11,,
29,29-May,May,1993,0,,
30,30-May,May,1993,3,,
31,31-May,May,1993,19,,
01,01-Jun,Jun,1993,37,,
02,02-Jun,Jun,1993,7,,
03,03-Jun,Jun,1993,33,,
04,04-Jun,Jun,1993,0,,
05,05-Jun,Jun,1993,83,,
06,06-Jun,Jun,1993,55,,
07,07-Jun,Jun,1993,57,,
08,08-Jun,Jun,1993,47,,
09,09-Jun,Jun,1993,53,,
10,10-Jun,Jun,1993,29,,
11,11-Jun,Jun,1993,75,,
12,12-Jun,Jun,1993,6,,
13,13-Jun,Jun,1993,64,,
14,14-Jun,Jun,1993,0,,
15,15-Jun,Jun,1993,0,,
16,16-Jun,Jun,1993,1,,
17,17-Jun,Jun,1993,29,,
18,18-Jun,Jun,1993,29,,
19,19-Jun,Jun,1993,75,,
20,20-Jun,Jun,1993,171,,
21,21-Jun,Jun,1993,21,,
22,22-Jun,Jun,1993,26,,
23,23-Jun,Jun,1993,16,,
24,24-Jun,Jun,1993,12,,
25,25-Jun,Jun,1993,1,,
26,26-Jun,Jun,1993,10,,
27,27-Jun,Jun,1993,18,,
28,28-Jun,Jun,1993,5,,
29,29-Jun,Jun,1993,26,,
30,30-Jun,Jun,1993,113,,
01,01-Jul,Jul,1993,16,,
02,02-Jul,Jul,1993,15,,
03,03-Jul,Jul,1993,6,,
04,04-Jul,Jul,1993,12,,
05,05-Jul,Jul,1993,15,,
06,06-Jul,Jul,1993,8,,
07,07-Jul,Jul,1993,24,,
08,08-Jul,Jul,1993,0,,
09,09-Jul,Jul,1993,11,,
10,10-Jul,Jul,1993,2,,
11,11-Jul,Jul,1993,13,,
12,12-Jul,Jul,1993,52,,
13,13-Jul,Jul,1993,24,,
14,14-Jul,Jul,1993,25,,
15,15-Jul,Jul,1993,10,,
16,16-Jul,Jul,1993,6,,
17,17-Jul,Jul,1993,35,,
18,18-Jul,Jul,1993,59,,
19,19-Jul,Jul,1993,206,,
20,20-Jul,Jul,1993,239,,
21,21-Jul,Jul,1993,144,,
22,22-Jul,Jul,1993,108,,
23,23-Jul,Jul,1993,71,,
24,24-Jul,Jul,1993,11,,
25,25-Jul,Jul,1993,1,,
26,26-Jul,Jul,1993,0,,
27,27-Jul,Jul,1993,0,,
28,28-Jul,Jul,1993,5,,
29,29-Jul,Jul,1993,21,,
30,30-Jul,Jul,1993,32,,
31,31-Jul,Jul,1993,3,,
01,01-Aug,Aug,1993,1,,
02,02-Aug,Aug,1993,18,,
03,03-Aug,Aug,1993,2,,
04,04-Aug,Aug,1993,10,,
05,05-Aug,Aug,1993,16,,
06,06-Aug,Aug,1993,15,,
07,07-Aug,Aug,1993,43,,
08,08-Aug,Aug,1993,13,,
09,09-Aug,Aug,1993,64,,
10,10-Aug,Aug,1993,1,,
11,11-Aug,Aug,1993,20,,
12,12-Aug,Aug,1993,0,,
13,13-Aug,Aug,1993,0,,
14,14-Aug,Aug,1993,1,,
15,15-Aug,Aug,1993,13,,
16,16-Aug,Aug,1993,33,,
17,17-Aug,Aug,1993,1,,
18,18-Aug,Aug,1993,28,,
19,19-Aug,Aug,1993,23,,
20,20-Aug,Aug,1993,17,,
21,21-Aug,Aug,1993,5,,
22,22-Aug,Aug,1993,12,,
23,23-Aug,Aug,1993,15,,
24,24-Aug,Aug,1993,11,,
25,25-Aug,Aug,1993,7,,
26,26-Aug,Aug,1993,0,,
27,27-Aug,Aug,1993,19,,
28,28-Aug,Aug,1993,5,,
29,29-Aug,Aug,1993,57,,
30,30-Aug,Aug,1993,21,,
31,31-Aug,Aug,1993,0,,
01,01-Sep,Sep,1993,7,,
02,02-Sep,Sep,1993,46,,
03,03-Sep,Sep,1993,20,,
04,04-Sep,Sep,1993,14,,
05,05-Sep,Sep,1993,0,,
06,06-Sep,Sep,1993,8,,
07,07-Sep,Sep,1993,7,,
08,08-Sep,Sep,1993,7,,
09,09-Sep,Sep,1993,35,,
10,10-Sep,Sep,1993,0,,
11,11-Sep,Sep,1993,2,,
12,12-Sep,Sep,1993,0,,
13,13-Sep,Sep,1993,23,,
14,14-Sep,Sep,1993,2,,
15,15-Sep,Sep,1993,6,,
16,16-Sep,Sep,1993,14,,
17,17-Sep,Sep,1993,16,,
18,18-Sep,Sep,1993,0,,
19,19-Sep,Sep,1993,72,,
20,20-Sep,Sep,1993,0,,
21,21-Sep,Sep,1993,0,,
22,22-Sep,Sep,1993,0,,
23,23-Sep,Sep,1993,61,,
24,24-Sep,Sep,1993,3,,
25,25-Sep,Sep,1993,0,,
26,26-Sep,Sep,1993,14,,
27,27-Sep,Sep,1993,19,,
28,28-Sep,Sep,1993,77,,
29,29-Sep,Sep,1993,228,,
30,30-Sep,Sep,1993,21,,
01,01-Oct,Oct,1993,0,,
02,02-Oct,Oct,1993,24,,
03,03-Oct,Oct,1993,5,,
04,04-Oct,Oct,1993,14,,
05,05-Oct,Oct,1993,0,,
06,06-Oct,Oct,1993,0,,
07,07-Oct,Oct,1993,0,,
08,08-Oct,Oct,1993,9,,
09,09-Oct,Oct,1993,0,,
10,10-Oct,Oct,1993,0,,
11,11-Oct,Oct,1993,0,,
12,12-Oct,Oct,1993,0,,
13,13-Oct,Oct,1993,0,,
14,14-Oct,Oct,1993,3,,
15,15-Oct,Oct,1993,1,,
16,16-Oct,Oct,1993,27,,
17,17-Oct,Oct,1993,0,,
18,18-Oct,Oct,1993,0,,
19,19-Oct,Oct,1993,0,,
20,20-Oct,Oct,1993,0,,
21,21-Oct,Oct,1993,0,,
22,22-Oct,Oct,1993,0,,
23,23-Oct,Oct,1993,0,,
24,24-Oct,Oct,1993,0,,
25,25-Oct,Oct,1993,0,,
26,26-Oct,Oct,1993,0,,
27,27-Oct,Oct,1993,0,,
28,28-Oct,Oct,1993,0,,
29,29-Oct,Oct,1993,0,,
30,30-Oct,Oct,1993,0,,
31,31-Oct,Oct,1993,70,,
01,01-Nov,Nov,1993,0,,
02,02-Nov,Nov,1993,2,,
03,03-Nov,Nov,1993,0,,
04,04-Nov,Nov,1993,0,,
05,05-Nov,Nov,1993,0,,
06,06-Nov,Nov,1993,0,,
07,07-Nov,Nov,1993,0,,
08,08-Nov,Nov,1993,0,,
09,09-Nov,Nov,1993,0,,
10,10-Nov,Nov,1993,0,,
11,11-Nov,Nov,1993,0,,
12,12-Nov,Nov,1993,0,,
13,13-Nov,Nov,1993,0,,
14,14-Nov,Nov,1993,0,,
15,15-Nov,Nov,1993,0,,
16,16-Nov,Nov,1993,0,,
17,17-Nov,Nov,1993,0,,
18,18-Nov,Nov,1993,0,,
19,19-Nov,Nov,1993,0,,
20,20-Nov,Nov,1993,0,,
21,21-Nov,Nov,1993,0,,
22,22-Nov,Nov,1993,0,,
23,23-Nov,Nov,1993,0,,
24,24-Nov,Nov,1993,0,,
25,25-Nov,Nov,1993,0,,
26,26-Nov,Nov,1993,0,,
27,27-Nov,Nov,1993,0,,
28,28-Nov,Nov,1993,0,,
29,29-Nov,Nov,1993,0,,
30,30-Nov,Nov,1993,0,,
01,01-Dec,Dec,1993,0,,
02,02-Dec,Dec,1993,0,,
03,03-Dec,Dec,1993,0,,
04,04-Dec,Dec,1993,0,,
05,05-Dec,Dec,1993,0,,
06,06-Dec,Dec,1993,0,,
07,07-Dec,Dec,1993,0,,
08,08-Dec,Dec,1993,0,,
09,09-Dec,Dec,1993,0,,
10,10-Dec,Dec,1993,0,,
11,11-Dec,Dec,1993,0,,
12,12-Dec,Dec,1993,0,,
13,13-Dec,Dec,1993,0,,
14,14-Dec,Dec,1993,0,,
15,15-Dec,Dec,1993,0,,
16,16-Dec,Dec,1993,0,,
17,17-Dec,Dec,1993,0,,
18,18-Dec,Dec,1993,0,,
19,19-Dec,Dec,1993,0,,
20,20-Dec,Dec,1993,0,,
21,21-Dec,Dec,1993,0,,
22,22-Dec,Dec,1993,0,,
23,23-Dec,Dec,1993,0,,
24,24-Dec,Dec,1993,0,,
25,25-Dec,Dec,1993,0,,
26,26-Dec,Dec,1993,0,,
27,27-Dec,Dec,1993,0,,
28,28-Dec,Dec,1993,0,,
29,29-Dec,Dec,1993,0,,
30,30-Dec,Dec,1993,0,,
31,31-Dec,Dec,1993,0,,
01,01-Jan,Jan,1994,0,,
02,02-Jan,Jan,1994,0,,
03,03-Jan,Jan,1994,0,,
04,04-Jan,Jan,1994,0,,
05,05-Jan,Jan,1994,0,,
06,06-Jan,Jan,1994,0,,
07,07-Jan,Jan,1994,0,,
08,08-Jan,Jan,1994,0,,
09,09-Jan,Jan,1994,0,,
10,10-Jan,Jan,1994,0,,
11,11-Jan,Jan,1994,0,,
12,12-Jan,Jan,1994,0,,
13,13-Jan,Jan,1994,0,,
14,14-Jan,Jan,1994,0,,
15,15-Jan,Jan,1994,0,,
16,16-Jan,Jan,1994,2,,
17,17-Jan,Jan,1994,16,,
18,18-Jan,Jan,1994,0,,
19,19-Jan,Jan,1994,0,,
20,20-Jan,Jan,1994,0,,
21,21-Jan,Jan,1994,0,,
22,22-Jan,Jan,1994,0,,
23,23-Jan,Jan,1994,0,,
24,24-Jan,Jan,1994,0,,
25,25-Jan,Jan,1994,0,,
26,26-Jan,Jan,1994,0,,
27,27-Jan,Jan,1994,0,,
28,28-Jan,Jan,1994,0,,
29,29-Jan,Jan,1994,0,,
30,30-Jan,Jan,1994,0,,
31,31-Jan,Jan,1994,5,,
01,01-Feb,Feb,1994,5,,
02,02-Feb,Feb,1994,6,,
03,03-Feb,Feb,1994,4,,
04,04-Feb,Feb,1994,0,,
05,05-Feb,Feb,1994,0,,
06,06-Feb,Feb,1994,0,,
07,07-Feb,Feb,1994,0,,
08,08-Feb,Feb,1994,0,,
09,09-Feb,Feb,1994,0,,
10,10-Feb,Feb,1994,5,,
11,11-Feb,Feb,1994,0,,
12,12-Feb,Feb,1994,0,,
13,13-Feb,Feb,1994,0,,
14,14-Feb,Feb,1994,0,,
15,15-Feb,Feb,1994,0,,
16,16-Feb,Feb,1994,0,,
17,17-Feb,Feb,1994,0,,
18,18-Feb,Feb,1994,0,,
19,19-Feb,Feb,1994,0,,
20,20-Feb,Feb,1994,0,,
21,21-Feb,Feb,1994,0,,
22,22-Feb,Feb,1994,16,,
23,23-Feb,Feb,1994,7,,
24,24-Feb,Feb,1994,0,,
25,25-Feb,Feb,1994,0,,
26,26-Feb,Feb,1994,0,,
27,27-Feb,Feb,1994,0,,
28,28-Feb,Feb,1994,0,,
01,01-Mar,Mar,1994,2,,
02,02-Mar,Mar,1994,0,,
03,03-Mar,Mar,1994,0,,
04,04-Mar,Mar,1994,0,,
05,05-Mar,Mar,1994,0,,
06,06-Mar,Mar,1994,0,,
07,07-Mar,Mar,1994,0,,
08,08-Mar,Mar,1994,0,,
09,09-Mar,Mar,1994,0,,
10,10-Mar,Mar,1994,0,,
11,11-Mar,Mar,1994,0,,
12,12-Mar,Mar,1994,0,,
13,13-Mar,Mar,1994,0,,
14,14-Mar,Mar,1994,4,,
15,15-Mar,Mar,1994,1,,
16,16-Mar,Mar,1994,32,,
17,17-Mar,Mar,1994,62,,
18,18-Mar,Mar,1994,17,,
19,19-Mar,Mar,1994,0,,
20,20-Mar,Mar,1994,1,,
21,21-Mar,Mar,1994,83,,
22,22-Mar,Mar,1994,0,,
23,23-Mar,Mar,1994,13,,
24,24-Mar,Mar,1994,18,,
25,25-Mar,Mar,1994,13,,
26,26-Mar,Mar,1994,54,,
27,27-Mar,Mar,1994,130,,
28,28-Mar,Mar,1994,81,,
29,29-Mar,Mar,1994,0,,
30,30-Mar,Mar,1994,3,,
31,31-Mar,Mar,1994,0,,
01,01-Apr,Apr,1994,36,,
02,02-Apr,Apr,1994,57,,
03,03-Apr,Apr,1994,7,,
04,04-Apr,Apr,1994,0,,
05,05-Apr,Apr,1994,2,,
06,06-Apr,Apr,1994,1,,
07,07-Apr,Apr,1994,17,,
08,08-Apr,Apr,1994,20,,
09,09-Apr,Apr,1994,0,,
10,10-Apr,Apr,1994,0,,
11,11-Apr,Apr,1994,0,,
12,12-Apr,Apr,1994,0,,
13,13-Apr,Apr,1994,0,,
14,14-Apr,Apr,1994,0,,
15,15-Apr,Apr,1994,0,,
16,16-Apr,Apr,1994,0,,
17,17-Apr,Apr,1994,0,,
18,18-Apr,Apr,1994,25,,
19,19-Apr,Apr,1994,0,,
20,20-Apr,Apr,1994,8,,
21,21-Apr,Apr,1994,36,,
22,22-Apr,Apr,1994,24,,
23,23-Apr,Apr,1994,0,,
24,24-Apr,Apr,1994,0,,
25,25-Apr,Apr,1994,60,,
26,26-Apr,Apr,1994,17,,
27,27-Apr,Apr,1994,16,,
28,28-Apr,Apr,1994,0,,
29,29-Apr,Apr,1994,0,,
30,30-Apr,Apr,1994,0,,
01,01-May,May,1994,0,,
02,02-May,May,1994,0,,
03,03-May,May,1994,0,,
04,04-May,May,1994,53,,
05,05-May,May,1994,1,,
06,06-May,May,1994,40,,
07,07-May,May,1994,3,,
08,08-May,May,1994,12,,
09,09-May,May,1994,2,,
10,10-May,May,1994,0,,
11,11-May,May,1994,0,,
12,12-May,May,1994,12,,
13,13-May,May,1994,14,,
14,14-May,May,1994,17,,
15,15-May,May,1994,23,,
16,16-May,May,1994,24,,
17,17-May,May,1994,6,,
18,18-May,May,1994,26,,
19,19-May,May,1994,0,,
20,20-May,May,1994,0,,
21,21-May,May,1994,0,,
22,22-May,May,1994,0,,
23,23-May,May,1994,0,,
24,24-May,May,1994,9,,
25,25-May,May,1994,1,,
26,26-May,May,1994,20,,
27,27-May,May,1994,7,,
28,28-May,May,1994,11,,
29,29-May,May,1994,27,,
30,30-May,May,1994,23,,
31,31-May,May,1994,11,,
01,01-Jun,Jun,1994,23,,
02,02-Jun,Jun,1994,41,,
03,03-Jun,Jun,1994,143,,
04,04-Jun,Jun,1994,18,,
05,05-Jun,Jun,1994,3,,
06,06-Jun,Jun,1994,1,,
07,07-Jun,Jun,1994,0,,
08,08-Jun,Jun,1994,34,,
09,09-Jun,Jun,1994,0,,
10,10-Jun,Jun,1994,41,,
11,11-Jun,Jun,1994,20,,
12,12-Jun,Jun,1994,26,,
13,13-Jun,Jun,1994,26,,
14,14-Jun,Jun,1994,10,,
15,15-Jun,Jun,1994,12,,
16,16-Jun,Jun,1994,15,,
17,17-Jun,Jun,1994,6,,
18,18-Jun,Jun,1994,14,,
19,19-Jun,Jun,1994,10,,
20,20-Jun,Jun,1994,2,,
21,21-Jun,Jun,1994,18,,
22,22-Jun,Jun,1994,12,,
23,23-Jun,Jun,1994,18,,
24,24-Jun,Jun,1994,4,,
25,25-Jun,Jun,1994,7,,
26,26-Jun,Jun,1994,3,,
27,27-Jun,Jun,1994,3,,
28,28-Jun,Jun,1994,23,,
29,29-Jun,Jun,1994,22,,
30,30-Jun,Jun,1994,29,,
01,01-Jul,Jul,1994,3,,
02,02-Jul,Jul,1994,10,,
03,03-Jul,Jul,1994,2,,
04,04-Jul,Jul,1994,3,,
05,05-Jul,Jul,1994,30,,
06,06-Jul,Jul,1994,79,,
07,07-Jul,Jul,1994,55,,
08,08-Jul,Jul,1994,12,,
09,09-Jul,Jul,1994,17,,
10,10-Jul,Jul,1994,20,,
11,11-Jul,Jul,1994,13,,
12,12-Jul,Jul,1994,15,,
13,13-Jul,Jul,1994,18,,
14,14-Jul,Jul,1994,7,,
15,15-Jul,Jul,1994,0,,
16,16-Jul,Jul,1994,0,,
17,17-Jul,Jul,1994,1,,
18,18-Jul,Jul,1994,22,,
19,19-Jul,Jul,1994,17,,
20,20-Jul,Jul,1994,12,,
21,21-Jul,Jul,1994,4,,
22,22-Jul,Jul,1994,7,,
23,23-Jul,Jul,1994,35,,
24,24-Jul,Jul,1994,67,,
25,25-Jul,Jul,1994,21,,
26,26-Jul,Jul,1994,27,,
27,27-Jul,Jul,1994,150,,
28,28-Jul,Jul,1994,72,,
29,29-Jul,Jul,1994,11,,
30,30-Jul,Jul,1994,26,,
31,31-Jul,Jul,1994,1,,
01,01-Aug,Aug,1994,0,,
02,02-Aug,Aug,1994,12,,
03,03-Aug,Aug,1994,0,,
04,04-Aug,Aug,1994,0,,
05,05-Aug,Aug,1994,22,,
06,06-Aug,Aug,1994,97,,
07,07-Aug,Aug,1994,21,,
08,08-Aug,Aug,1994,120,,
09,09-Aug,Aug,1994,14,,
10,10-Aug,Aug,1994,0,,
11,11-Aug,Aug,1994,3,,
12,12-Aug,Aug,1994,9,,
13,13-Aug,Aug,1994,20,,
14,14-Aug,Aug,1994,121,,
15,15-Aug,Aug,1994,61,,
16,16-Aug,Aug,1994,0,,
17,17-Aug,Aug,1994,0,,
18,18-Aug,Aug,1994,0,,
19,19-Aug,Aug,1994,11,,
20,20-Aug,Aug,1994,7,,
21,21-Aug,Aug,1994,1,,
22,22-Aug,Aug,1994,18,,
23,23-Aug,Aug,1994,11,,
24,24-Aug,Aug,1994,20,,
25,25-Aug,Aug,1994,0,,
26,26-Aug,Aug,1994,0,,
27,27-Aug,Aug,1994,0,,
28,28-Aug,Aug,1994,0,,
29,29-Aug,Aug,1994,0,,
30,30-Aug,Aug,1994,3,,
31,31-Aug,Aug,1994,2,,
01,01-Sep,Sep,1994,0,,
02,02-Sep,Sep,1994,0,,
03,03-Sep,Sep,1994,69,,
04,04-Sep,Sep,1994,5,,
05,05-Sep,Sep,1994,0,,
06,06-Sep,Sep,1994,0,,
07,07-Sep,Sep,1994,0,,
08,08-Sep,Sep,1994,0,,
09,09-Sep,Sep,1994,43,,
10,10-Sep,Sep,1994,22,,
11,11-Sep,Sep,1994,0,,
12,12-Sep,Sep,1994,10,,
13,13-Sep,Sep,1994,17,,
14,14-Sep,Sep,1994,13,,
15,15-Sep,Sep,1994,0,,
16,16-Sep,Sep,1994,12,,
17,17-Sep,Sep,1994,2,,
18,18-Sep,Sep,1994,1,,
19,19-Sep,Sep,1994,0,,
20,20-Sep,Sep,1994,31,,
21,21-Sep,Sep,1994,1,,
22,22-Sep,Sep,1994,0,,
23,23-Sep,Sep,1994,0,,
24,24-Sep,Sep,1994,0,,
25,25-Sep,Sep,1994,1,,
26,26-Sep,Sep,1994,0,,
27,27-Sep,Sep,1994,0,,
28,28-Sep,Sep,1994,0,,
29,29-Sep,Sep,1994,0,,
30,30-Sep,Sep,1994,0,,
01,01-Oct,Oct,1994,0,,
02,02-Oct,Oct,1994,3,,
03,03-Oct,Oct,1994,7,,
04,04-Oct,Oct,1994,19,,
05,05-Oct,Oct,1994,4,,
06,06-Oct,Oct,1994,9,,
07,07-Oct,Oct,1994,5,,
08,08-Oct,Oct,1994,10,,
09,09-Oct,Oct,1994,27,,
10,10-Oct,Oct,1994,39,,
11,11-Oct,Oct,1994,18,,
12,12-Oct,Oct,1994,3,,
13,13-Oct,Oct,1994,1,,
14,14-Oct,Oct,1994,0,,
15,15-Oct,Oct,1994,0,,
16,16-Oct,Oct,1994,0,,
17,17-Oct,Oct,1994,0,,
18,18-Oct,Oct,1994,0,,
19,19-Oct,Oct,1994,0,,
20,20-Oct,Oct,1994,0,,
21,21-Oct,Oct,1994,0,,
22,22-Oct,Oct,1994,0,,
23,23-Oct,Oct,1994,0,,
24,24-Oct,Oct,1994,0,,
25,25-Oct,Oct,1994,0,,
26,26-Oct,Oct,1994,0,,
27,27-Oct,Oct,1994,0,,
28,28-Oct,Oct,1994,0,,
29,29-Oct,Oct,1994,0,,
30,30-Oct,Oct,1994,0,,
31,31-Oct,Oct,1994,0,,
01,01-Nov,Nov,1994,0,,
02,02-Nov,Nov,1994,0,,
03,03-Nov,Nov,1994,0,,
04,04-Nov,Nov,1994,0,,
05,05-Nov,Nov,1994,0,,
06,06-Nov,Nov,1994,0,,
07,07-Nov,Nov,1994,0,,
08,08-Nov,Nov,1994,0,,
09,09-Nov,Nov,1994,0,,
10,10-Nov,Nov,1994,0,,
11,11-Nov,Nov,1994,0,,
12,12-Nov,Nov,1994,0,,
13,13-Nov,Nov,1994,0,,
14,14-Nov,Nov,1994,0,,
15,15-Nov,Nov,1994,0,,
16,16-Nov,Nov,1994,0,,
17,17-Nov,Nov,1994,0,,
18,18-Nov,Nov,1994,0,,
19,19-Nov,Nov,1994,0,,
20,20-Nov,Nov,1994,0,,
21,21-Nov,Nov,1994,0,,
22,22-Nov,Nov,1994,0,,
23,23-Nov,Nov,1994,0,,
24,24-Nov,Nov,1994,1,,
25,25-Nov,Nov,1994,1,,
26,26-Nov,Nov,1994,0,,
27,27-Nov,Nov,1994,0,,
28,28-Nov,Nov,1994,0,,
29,29-Nov,Nov,1994,0,,
30,30-Nov,Nov,1994,2,,
01,01-Dec,Dec,1994,0,,
02,02-Dec,Dec,1994,0,,
03,03-Dec,Dec,1994,0,,
04,04-Dec,Dec,1994,0,,
05,05-Dec,Dec,1994,0,,
06,06-Dec,Dec,1994,0,,
07,07-Dec,Dec,1994,0,,
08,08-Dec,Dec,1994,0,,
09,09-Dec,Dec,1994,0,,
10,10-Dec,Dec,1994,0,,
11,11-Dec,Dec,1994,0,,
12,12-Dec,Dec,1994,0,,
13,13-Dec,Dec,1994,0,,
14,14-Dec,Dec,1994,0,,
15,15-Dec,Dec,1994,0,,
16,16-Dec,Dec,1994,0,,
17,17-Dec,Dec,1994,0,,
18,18-Dec,Dec,1994,0,,
19,19-Dec,Dec,1994,0,,
20,20-Dec,Dec,1994,0,,
21,21-Dec,Dec,1994,0,,
22,22-Dec,Dec,1994,0,,
23,23-Dec,Dec,1994,0,,
24,24-Dec,Dec,1994,0,,
25,25-Dec,Dec,1994,0,,
26,26-Dec,Dec,1994,0,,
27,27-Dec,Dec,1994,0,,
28,28-Dec,Dec,1994,0,,
29,29-Dec,Dec,1994,0,,
30,30-Dec,Dec,1994,0,,
31,31-Dec,Dec,1994,0,,
01,01-Jan,Jan,1995,0,,
02,02-Jan,Jan,1995,0,,
03,03-Jan,Jan,1995,0,,
04,04-Jan,Jan,1995,0,,
05,05-Jan,Jan,1995,0,,
06,06-Jan,Jan,1995,0,,
07,07-Jan,Jan,1995,0,,
08,08-Jan,Jan,1995,0,,
09,09-Jan,Jan,1995,3,,
10,10-Jan,Jan,1995,1,,
11,11-Jan,Jan,1995,0,,
12,12-Jan,Jan,1995,0,,
13,13-Jan,Jan,1995,0,,
14,14-Jan,Jan,1995,0,,
15,15-Jan,Jan,1995,0,,
16,16-Jan,Jan,1995,0,,
17,17-Jan,Jan,1995,0,,
18,18-Jan,Jan,1995,6,,
19,19-Jan,Jan,1995,0,,
20,20-Jan,Jan,1995,0,,
21,21-Jan,Jan,1995,0,,
22,22-Jan,Jan,1995,0,,
23,23-Jan,Jan,1995,0,,
24,24-Jan,Jan,1995,0,,
25,25-Jan,Jan,1995,0,,
26,26-Jan,Jan,1995,0,,
27,27-Jan,Jan,1995,0,,
28,28-Jan,Jan,1995,0,,
29,29-Jan,Jan,1995,0,,
30,30-Jan,Jan,1995,0,,
31,31-Jan,Jan,1995,0,,
01,01-Feb,Feb,1995,0,,
02,02-Feb,Feb,1995,0,,
03,03-Feb,Feb,1995,0,,
04,04-Feb,Feb,1995,0,,
05,05-Feb,Feb,1995,0,,
06,06-Feb,Feb,1995,0,,
07,07-Feb,Feb,1995,0,,
08,08-Feb,Feb,1995,0,,
09,09-Feb,Feb,1995,0,,
10,10-Feb,Feb,1995,0,,
11,11-Feb,Feb,1995,0,,
12,12-Feb,Feb,1995,0,,
13,13-Feb,Feb,1995,0,,
14,14-Feb,Feb,1995,0,,
15,15-Feb,Feb,1995,0,,
16,16-Feb,Feb,1995,0,,
17,17-Feb,Feb,1995,6,,
18,18-Feb,Feb,1995,0,,
19,19-Feb,Feb,1995,1,,
20,20-Feb,Feb,1995,2,,
21,21-Feb,Feb,1995,0,,
22,22-Feb,Feb,1995,0,,
23,23-Feb,Feb,1995,0,,
24,24-Feb,Feb,1995,20,,
25,25-Feb,Feb,1995,0,,
26,26-Feb,Feb,1995,0,,
27,27-Feb,Feb,1995,0,,
28,28-Feb,Feb,1995,0,,
01,01-Mar,Mar,1995,10,,
02,02-Mar,Mar,1995,0,,
03,03-Mar,Mar,1995,0,,
04,04-Mar,Mar,1995,0,,
05,05-Mar,Mar,1995,0,,
06,06-Mar,Mar,1995,0,,
07,07-Mar,Mar,1995,0,,
08,08-Mar,Mar,1995,0,,
09,09-Mar,Mar,1995,0,,
10,10-Mar,Mar,1995,0,,
11,11-Mar,Mar,1995,0,,
12,12-Mar,Mar,1995,0,,
13,13-Mar,Mar,1995,0,,
14,14-Mar,Mar,1995,0,,
15,15-Mar,Mar,1995,0,,
16,16-Mar,Mar,1995,0,,
17,17-Mar,Mar,1995,0,,
18,18-Mar,Mar,1995,0,,
19,19-Mar,Mar,1995,0,,
20,20-Mar,Mar,1995,0,,
21,21-Mar,Mar,1995,0,,
22,22-Mar,Mar,1995,0,,
23,23-Mar,Mar,1995,0,,
24,24-Mar,Mar,1995,0,,
25,25-Mar,Mar,1995,,,
26,26-Mar,Mar,1995,0,,
27,27-Mar,Mar,1995,0,,
28,28-Mar,Mar,1995,1,,
29,29-Mar,Mar,1995,23,,
30,30-Mar,Mar,1995,20,,
31,31-Mar,Mar,1995,26,,
01,01-Apr,Apr,1995,4,,
02,02-Apr,Apr,1995,0,,
03,03-Apr,Apr,1995,0,,
04,04-Apr,Apr,1995,0,,
05,05-Apr,Apr,1995,0,,
06,06-Apr,Apr,1995,0,,
07,07-Apr,Apr,1995,0,,
08,08-Apr,Apr,1995,6,,
09,09-Apr,Apr,1995,19,,
10,10-Apr,Apr,1995,1,,
11,11-Apr,Apr,1995,1,,
12,12-Apr,Apr,1995,2,,
13,13-Apr,Apr,1995,5,,
14,14-Apr,Apr,1995,0,,
15,15-Apr,Apr,1995,1,,
16,16-Apr,Apr,1995,3,,
17,17-Apr,Apr,1995,0,,
18,18-Apr,Apr,1995,0,,
19,19-Apr,Apr,1995,14,,
20,20-Apr,Apr,1995,0,,
21,21-Apr,Apr,1995,1,,
22,22-Apr,Apr,1995,0,,
23,23-Apr,Apr,1995,0,,
24,24-Apr,Apr,1995,0,,
25,25-Apr,Apr,1995,1,,
26,26-Apr,Apr,1995,9,,
27,27-Apr,Apr,1995,22,,
28,28-Apr,Apr,1995,33,,
29,29-Apr,Apr,1995,22,,
30,30-Apr,Apr,1995,32,,
01,01-May,May,1995,67,,
02,02-May,May,1995,11,,
03,03-May,May,1995,3,,
04,04-May,May,1995,0,,
05,05-May,May,1995,34,,
06,06-May,May,1995,11,,
07,07-May,May,1995,13,,
08,08-May,May,1995,20,,
09,09-May,May,1995,0,,
10,10-May,May,1995,0,,
11,11-May,May,1995,0,,
12,12-May,May,1995,0,,
13,13-May,May,1995,0,,
14,14-May,May,1995,5,,
15,15-May,May,1995,7,,
16,16-May,May,1995,36,,
17,17-May,May,1995,37,,
18,18-May,May,1995,21,,
19,19-May,May,1995,0,,
20,20-May,May,1995,0,,
21,21-May,May,1995,23,,
22,22-May,May,1995,1,,
23,23-May,May,1995,6,,
24,24-May,May,1995,13,,
25,25-May,May,1995,2,,
26,26-May,May,1995,0,,
27,27-May,May,1995,2,,
28,28-May,May,1995,0,,
29,29-May,May,1995,0,,
30,30-May,May,1995,0,,
31,31-May,May,1995,15,,
01,01-Jun,Jun,1995,1,,
02,02-Jun,Jun,1995,116,,
03,03-Jun,Jun,1995,47,,
04,04-Jun,Jun,1995,11,,
